split,z0,z1,signed_cost,dz0_dt,dz1_dt
train,0.06,0.08400000000000002,-0.001961129544919671,0.0,-0.020134647109038006
heldout,0.06,0.096,-0.0016991251108624539,0.0,-0.023535980639144416
train,0.06,0.10800000000000001,-0.0013961898118061145,0.0,-0.026956368751884785
heldout,0.06,0.12,-0.001052098210835739,0.0,-0.0303952743502256
train,0.07200000000000001,-0.12,-0.0014969864746844086,0.0,0.034994979954960925
heldout,0.07200000000000001,-0.108,-0.0018989261623728326,0.0,0.031990314741936476
train,0.07200000000000001,-0.096,-0.0022646433315377246,0.0,0.028957967802001328
heldout,0.07200000000000001,-0.08399999999999999,-0.0025938084856714505,0.0,0.02589838750816087
train,0.07200000000000001,-0.072,-0.00288609754470745,0.0,0.022812028216967484
heldout,0.07200000000000001,-0.06,-0.0031411919163830404,0.0,0.019699350189417153
train,0.07200000000000001,-0.04799999999999999,-0.0033587785666490955,0.0,0.016560819521282966
heldout,0.07200000000000001,-0.03599999999999999,-0.003538550089119602,0.0,0.013396908049023715
train,0.07200000000000001,-0.023999999999999994,-0.0036802047735455534,0.0,0.01020809327706429
heldout,0.07200000000000001,-0.011999999999999997,-0.0037834466732971916,0.0,0.006994858289532946
train,0.07200000000000001,0.0,-0.0038479856718478256,0.0,0.0037576916714354702
heldout,0.07200000000000001,0.01200000000000001,-0.003873537548233691,0.0,0.0004970874203924502
train,0.07200000000000001,0.02400000000000002,-0.003859824041495069,0.0,-0.0027864551413459004
heldout,0.07200000000000001,0.036000000000000004,-0.003806572914064471,0.0,-0.00609243145599514
train,0.07200000000000001,0.048000000000000015,-0.003713518014115097,0.0,-0.009420331804066429
heldout,0.07200000000000001,0.06,-0.0035803993368273834,0.0,-0.012769641417886834
train,0.07200000000000001,0.07200000000000001,-0.0034069630845879606,0.0,-0.016139840547657602
heldout,0.07200000000000001,0.08400000000000002,-0.0031929617260952614,0.0,-0.01953040457164379
train,0.07200000000000001,0.096,-0.002938154054360903,0.0,-0.022940804075832766
heldout,0.07200000000000001,0.10800000000000001,-0.0026423052436006234,0.0,-0.026370504956074736
train,0.07200000000000001,0.12,-0.002305186904997897,0.0,-0.02981896850356991
heldout,0.08400000000000002,-0.12,-0.0028079911867069096,0.0,0.035719826849966996
train,0.08400000000000002,-0.108,-0.0032186057969678383,0.0,0.03271124428216865
heldout,0.08400000000000002,-0.096,-0.0035929492987748224,0.0,0.029674716473804263
train,0.08400000000000002,-0.08399999999999999,-0.003930689037083129,0.0,0.026610692412110115
heldout,0.08400000000000002,-0.072,-0.004231497781046117,0.0,0.023519627127543963
train,0.08400000000000002,-0.06,-0.00449505379600787,0.0,0.020401981612461206
heldout,0.08400000000000002,-0.04799999999999999,-0.004721040914544922,0.0,0.01725822273146438
train,0.08400000000000002,-0.03599999999999999,-0.004909148606548647,0.0,0.01408882315701021
heldout,0.08400000000000002,-0.023999999999999994,-0.005059072048319874,0.0,0.010894261274208006
train,0.08400000000000002,-0.011999999999999997,-0.0051705121906820695,0.0,0.007675021103936697
heldout,0.08400000000000002,0.0,-0.005243175826077334,0.0,0.0044315922129167795
train,0.08400000000000002,0.01200000000000001,-0.005276775654653648,0.0,0.0011644696348844796
heldout,0.08400000000000002,0.02400000000000002,-0.005271030349315281,0.0,-0.002125846215450533
train,0.08400000000000002,0.036000000000000004,-0.005225664619729037,0.0,-0.005438849638439436
heldout,0.08400000000000002,0.048000000000000015,-0.00514040927527179,0.0,-0.008774029733038535
train,0.08400000000000002,0.06,-0.005015001286911985,0.0,-0.012130870483961775
heldout,0.08400000000000002,0.07200000000000001,-0.004849183848005784,0.0,-0.015508850855772138
train,0.08400000000000002,0.08400000000000002,-0.004642706434002969,0.0,-0.018907444883919933
heldout,0.08400000000000002,0.096,-0.004395324861042077,0.0,-0.022326121766891305
train,0.08400000000000002,0.10800000000000001,-0.0041068013434317485,0.0,-0.02576434596029964
heldout,0.08400000000000002,0.12,-0.003776904550002874,0.0,-0.029221577274030075
train,0.096,-0.12,-0.004335209865355405,0.0,0.03644999755553213
heldout,0.096,-0.108,-0.004754567812042643,0.0,0.03343825280138768
train,0.096,-0.096,-0.005137615139356622,0.0,0.030398302109380104
heldout,0.096,-0.08399999999999999,-0.005484016066937825,0.0,0.027330594981889167
train,0.096,-0.072,-0.005793440245083881,0.0,0.0242355870122557
heldout,0.096,-0.06,-0.006065562827368476,0.0,0.021113739811784438
train,0.096,-0.04799999999999999,-0.006300064542311357,0.0,0.017965520913987287
heldout,0.096,-0.03599999999999999,-0.006496631764075778,0.0,0.014791403706582162
train,0.096,-0.023999999999999994,-0.00665495658219184,0.0,0.011591867354887597
heldout,0.096,-0.011999999999999997,-0.006774736870276854,0.0,0.008367396690800444
train,0.096,0.0,-0.006855676353757834,0.0,0.0051184821675542835
heldout,0.096,0.01200000000000001,-0.006897484676560928,0.0,0.001845619740648008
train,0.096,0.02400000000000002,-0.0068998774667762275,0.0,-0.0014506892062615684
heldout,0.096,0.036000000000000004,-0.006862576401267306,0.0,-0.004769937937965096
train,0.096,0.048000000000000015,-0.00678530926922738,0.0,-0.008111614483163887
heldout,0.096,0.06,-0.006667810034653776,0.0,-0.01147520169803018
train,0.096,0.07200000000000001,-0.006509818897747155,0.0,-0.014860177371123218
heldout,0.096,0.08400000000000002,-0.006311082355207054,0.0,-0.01826601431359487
train,0.096,0.096,-0.006071353259417656,0.0,-0.02169218044745236
heldout,0.096,0.10800000000000001,-0.005790390876519669,0.0,-0.025138138908809005
train,0.096,0.12,-0.00546796094333768,0.0,-0.028603348131706063
heldout,0.10800000000000001,-0.12,-0.0060794248174957655,0.0,0.03718525810075812
train,0.10800000000000001,-0.108,-0.006507591695967679,0.0,0.03417110453374228
heldout,0.10800000000000001,-0.096,-0.006899417502075872,0.0,0.03112848721648076
train,0.10800000000000001,-0.08399999999999999,-0.007254563364114758,0.0,0.028057856061303177
heldout,0.10800000000000001,-0.072,-0.007572695846201988,0.0,0.024959667117296913
train,0.10800000000000001,-0.06,-0.00785348702152397,0.0,0.0218343824970324
heldout,0.10800000000000001,-0.04799999999999999,-0.008096614544614161,0.0,0.018682470299680176
train,0.10800000000000001,-0.03599999999999999,-0.008301761722672468,0.0,0.015504404523303261
heldout,0.10800000000000001,-0.023999999999999994,-0.008468617585898758,0.0,0.01230066498852933
train,0.10800000000000001,-0.011999999999999997,-0.008596876956826843,0.0,0.009071737251953316
heldout,0.10800000000000001,0.0,-0.008686240518648053,0.0,0.005818112515654228
train,0.10800000000000001,0.01200000000000001,-0.008736414882515392,0.0,0.00254028755780622
heldout,0.10800000000000001,0.02400000000000002,-0.008747112653804318,0.0,-0.0007612353711272668
train,0.10800000000000001,0.036000000000000004,-0.008718052497328238,0.0,-0.004085948637211345
heldout,0.10800000000000001,0.048000000000000015,-0.008648959201488532,0.0,-0.007433339291318397
train,0.10800000000000001,0.06,-0.008539563741345874,0.0,-0.010802889181815711
heldout,0.10800000000000001,0.07200000000000001,-0.008389603340611868,0.0,-0.0141940750397751
train,0.10800000000000001,0.08400000000000002,-0.008198821532527573,0.0,-0.017606368561129404
heldout,0.10800000000000001,0.096,-0.00796696821964435,0.0,-0.02103923651269879
train,0.10800000000000001,0.10800000000000001,-0.00769379973246595,0.0,-0.024492140816567698
heldout,0.10800000000000001,0.12,-0.007379078886965179,0.0,-0.027964538653890703
train,0.12,-0.12,-0.008041432860668607,0.0,0.037925368958913186
heldout,0.12,-0.108,-0.008478471379908203,0.0,0.03490955794660522
train,0.12,-0.096,-0.008879147408013988,0.0,0.0318650283240296
heldout,0.12,-0.08399999999999999,-0.009243119016643986,0.0,0.028792230293006593
train,0.12,-0.072,-0.009570049717164908,0.0,0.025691620259837844
heldout,0.12,-0.06,-0.009859608534505626,0.0,0.022563660731500512
train,0.12,-0.04799999999999999,-0.010111470080047313,0.0,0.01940882025930346
heldout,0.12,-0.03599999999999999,-0.010325314623551463,0.0,0.016227573346461188
train,0.12,-0.023999999999999994,-0.010500828164095477,0.0,0.013020400359275985
heldout,0.12,-0.011999999999999997,-0.01063770250001217,0.0,0.009787787457193886
train,0.12,0.0,-0.010735635297819957,0.0,0.0065302264995459325
heldout,0.12,0.01200000000000001,-0.010794330160118104,0.0,0.0032482149608936695
train,0.12,0.02400000000000002,-0.01081349669245113,0.0,-5.774415917647602e-05
heldout,0.12,0.036000000000000004,-0.010792850569116275,0.0,-0.0033871424151565854
train,0.12,0.048000000000000015,-0.01073211359790227,0.0,-0.006739466016369988
heldout,0.12,0.06,-0.01063101378375908,0.0,-0.010114195911348212
train,0.12,0.07200000000000001,-0.010489285391363623,0.0,-0.013510807880534603
heldout,0.12,0.08400000000000002,-0.01030666900659416,0.0,-0.016928772624269506
train,0.12,0.096,-0.010082911596881239,0.0,-0.02036755586271033
heldout,0.12,0.10800000000000001,-0.00981776657043143,0.0,-0.02382661843269851
train,0.12,0.12,-0.009510993834318637,0.0,-0.027305416369638458
