split,z0,z1,signed_cost,dz0_dt,dz1_dt
heldout,-0.03599999999999999,0.12,0.001182582734640683,0.0204062919587078,-0.034220397862050334
train,-0.023999999999999994,-0.12,0.001296134919299488,0.004293659667531369,0.029414001389838074
heldout,-0.023999999999999994,-0.108,0.0009608171834267903,0.004959488382472177,0.026468002619906006
train,-0.023999999999999994,-0.096,0.0006610047470288066,0.005614797283226558,0.0234965243042784
heldout,-0.023999999999999994,-0.08399999999999999,0.00039700073317729123,0.0062593021782353375,0.020500005952772682
train,-0.023999999999999994,-0.072,0.00016910295751061677,0.006892720442464029,0.017478892615219177
heldout,-0.023999999999999994,-0.06,-2.2396137799404747e-05,0.007514771089012218,0.014433634806798601
train,-0.023999999999999994,-0.04799999999999999,-0.00017720954916942977,0.008125174813522484,0.011364688429493786
heldout,-0.023999999999999994,-0.03599999999999999,-0.00029505577577414177,0.008723654055520225,0.008272514695761846
train,-0.023999999999999994,-0.023999999999999994,-0.0003756588827813351,0.009309933059198361,0.005157580043879673
heldout,-0.023999999999999994,-0.011999999999999997,-0.0004187485636157756,0.009883737925320268,0.0020203560677223287
train,-0.023999999999999994,0.0,-0.00042406020126005417,0.010444796668396261,-0.0011386805831570257
heldout,-0.023999999999999994,0.01200000000000001,-0.0003913349285632334,0.010992839267476295,-0.004319048261536285
train,-0.023999999999999994,0.02400000000000002,-0.0003203196875536246,0.011527597733040906,-0.0075202604299384745
heldout,-0.023999999999999994,0.036000000000000004,-0.00021076728774681308,0.012048806150577462,-0.010741825725857357
train,-0.023999999999999994,0.048000000000000015,-6.243646342805886e-05,0.012556200737479095,-0.013983248063065279
heldout,-0.023999999999999994,0.06,0.00012490807009359062,0.013049519898000739,-0.017244026707385895
train,-0.023999999999999994,0.07200000000000001,0.0003514955612735765,0.013528504279047837,-0.02052365636884268
heldout,-0.023999999999999994,0.08400000000000002,0.000617549168178147,0.013992896820691492,-0.023821627287978764
train,-0.023999999999999994,0.096,0.0009232859053867198,0.014442442804740718,-0.027137425322176778
heldout,-0.023999999999999994,0.10800000000000001,0.0012689165919795992,0.01487688991413938,-0.030470532045023813
train,-0.023999999999999994,0.12,0.0016546458006022752,0.015295988280428219,-0.033820424828190365
heldout,-0.011999999999999997,-0.12,0.0016885454533996994,-0.0010637336053664903,0.03008854477154488
train,-0.011999999999999997,-0.108,0.0013451928913219627,-0.00039045430860751296,0.02713254949104904
heldout,-0.011999999999999997,-0.096,0.0010374672912538754,0.00027306775035595976,0.02415079083939453
train,-0.011999999999999997,-0.08399999999999999,0.0007656751732853032,0.0009265506112354771,0.021143709815485412
